FL_DATE,AIRLINE,AIRLINE_DOT,AIRLINE_CODE,DOT_CODE,FL_NUMBER,ORIGIN,ORIGIN_CITY,DEST,DEST_CITY,CRS_DEP_TIME,DEP_TIME,DEP_DELAY,TAXI_OUT,WHEELS_OFF,WHEELS_ON,TAXI_IN,CRS_ARR_TIME,ARR_TIME,ARR_DELAY,CANCELLED,DIVERTED,CRS_ELAPSED_TIME,ELAPSED_TIME,AIR_TIME,DISTANCE,DELAY_DUE_CARRIER,DELAY_DUE_WEATHER,DELAY_DUE_NAS,DELAY_DUE_SECURITY,DELAY_DUE_LATE_AIRCRAFT,Year
2022-04-21,Spirit Air Lines,Spirit Air Lines: NK,NK,20416,735,MCO,"Orlando, FL",LAS,"Las Vegas, NV",720,720.0,0.0,32.0,752.0,917.0,9.0,915,926.0,11.0,NOT CANCELLED,NOT DIVERTED,295.0,306.0,265.0,2039.0,,,,,,2022
2022-04-19,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,1418,MSY,"New Orleans, LA",BNA,"Nashville, TN",1050,1053.0,3.0,9.0,1102.0,1208.0,5.0,1225,1213.0,-12.0,NOT CANCELLED,NOT DIVERTED,95.0,80.0,66.0,471.0,,,,,,2022
2022-05-13,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,1319,IAD,"Washington, DC",AUS,"Austin, TX",1735,2259.0,324.0,13.0,2312.0,100.0,5.0,2004,105.0,301.0,NOT CANCELLED,NOT DIVERTED,209.0,186.0,168.0,1297.0,22.0,0.0,0.0,0.0,279.0,2022
2022-04-05,Mesa Airlines Inc.,Mesa Airlines Inc.: YV,YV,20378,5763,PHX,"Phoenix, AZ",MAF,"Midland/Odessa, TX",1506,1501.0,-5.0,21.0,1522.0,1839.0,4.0,1846,1843.0,-3.0,NOT CANCELLED,NOT DIVERTED,100.0,102.0,77.0,581.0,,,,,,2022
2022-12-05,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,1571,PHX,"Phoenix, AZ",PHL,"Philadelphia, PA",1310,1304.0,-6.0,23.0,1327.0,1902.0,5.0,1921,1907.0,-14.0,NOT CANCELLED,NOT DIVERTED,251.0,243.0,215.0,2075.0,,,,,,2022
2022-07-03,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,1967,DFW,"Dallas/Fort Worth, TX",SAT,"San Antonio, TX",1230,1329.0,59.0,13.0,1342.0,1431.0,3.0,1334,1434.0,60.0,NOT CANCELLED,NOT DIVERTED,64.0,65.0,49.0,247.0,59.0,0.0,1.0,0.0,0.0,2022
2022-08-21,Spirit Air Lines,Spirit Air Lines: NK,NK,20416,115,MCO,"Orlando, FL",BDL,"Hartford, CT",810,818.0,8.0,13.0,831.0,1048.0,6.0,1056,1054.0,-2.0,NOT CANCELLED,NOT DIVERTED,166.0,156.0,137.0,1050.0,,,,,,2022
2022-08-28,PSA Airlines Inc.,PSA Airlines Inc.: OH,OH,20397,5346,ILM,"Wilmington, NC",DCA,"Washington, DC",1036,1033.0,-3.0,15.0,1048.0,1141.0,16.0,1153,1157.0,4.0,NOT CANCELLED,NOT DIVERTED,77.0,84.0,53.0,319.0,,,,,,2022
2022-01-06,JetBlue Airways,JetBlue Airways: B6,B6,20409,794,AUS,"Austin, TX",JFK,"New York, NY",815,805.0,-10.0,15.0,820.0,1209.0,22.0,1241,1231.0,-10.0,NOT CANCELLED,NOT DIVERTED,206.0,206.0,169.0,1521.0,,,,,,2022
2022-10-05,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,1005,DEN,"Denver, CO",LAS,"Las Vegas, NV",757,756.0,-1.0,15.0,811.0,836.0,5.0,855,841.0,-14.0,NOT CANCELLED,NOT DIVERTED,118.0,105.0,85.0,628.0,,,,,,2022
2022-11-06,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,3662,SEA,"Seattle, WA",SJC,"San Jose, CA",1525,1523.0,-2.0,19.0,1542.0,1737.0,4.0,1732,1741.0,9.0,NOT CANCELLED,NOT DIVERTED,127.0,138.0,115.0,696.0,,,,,,2022
2022-07-01,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,1135,DTW,"Detroit, MI",MSY,"New Orleans, LA",1550,1633.0,43.0,11.0,1644.0,1747.0,6.0,1717,1753.0,36.0,NOT CANCELLED,NOT DIVERTED,147.0,140.0,123.0,926.0,36.0,0.0,0.0,0.0,0.0,2022
2022-07-17,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,5044,GCC,"Gillette, WY",DEN,"Denver, CO",1036,1030.0,-6.0,12.0,1042.0,1135.0,5.0,1200,1140.0,-20.0,NOT CANCELLED,NOT DIVERTED,84.0,70.0,53.0,313.0,,,,,,2022
2022-07-08,Endeavor Air Inc.,Endeavor Air Inc.: 9E,9E,20363,4962,DCA,"Washington, DC",RDU,"Raleigh/Durham, NC",820,811.0,-9.0,19.0,830.0,910.0,4.0,937,914.0,-23.0,NOT CANCELLED,NOT DIVERTED,77.0,63.0,40.0,227.0,,,,,,2022
2022-06-26,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,2970,AUS,"Austin, TX",MSY,"New Orleans, LA",1220,1215.0,-5.0,6.0,1221.0,1324.0,2.0,1345,1326.0,-19.0,NOT CANCELLED,NOT DIVERTED,85.0,71.0,63.0,444.0,,,,,,2022
2022-10-08,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,2143,ATL,"Atlanta, GA",MSP,"Minneapolis, MN",1525,1525.0,0.0,12.0,1537.0,1644.0,7.0,1707,1651.0,-16.0,NOT CANCELLED,NOT DIVERTED,162.0,146.0,127.0,907.0,,,,,,2022
2022-01-20,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,2771,DEN,"Denver, CO",ORD,"Chicago, IL",700,646.0,-14.0,32.0,718.0,1015.0,8.0,1048,1023.0,-25.0,NOT CANCELLED,NOT DIVERTED,168.0,157.0,117.0,888.0,,,,,,2022
2022-12-06,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,2177,LGA,"New York, NY",ATL,"Atlanta, GA",1059,1104.0,5.0,19.0,1123.0,1318.0,8.0,1347,1326.0,-21.0,NOT CANCELLED,NOT DIVERTED,168.0,142.0,115.0,762.0,,,,,,2022
2022-06-20,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,5024,PAH,"Paducah, KY",ORD,"Chicago, IL",804,754.0,-10.0,8.0,802.0,911.0,10.0,947,921.0,-26.0,NOT CANCELLED,NOT DIVERTED,103.0,87.0,69.0,342.0,,,,,,2022
2022-10-14,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,1969,OMA,"Omaha, NE",LAS,"Las Vegas, NV",710,705.0,-5.0,10.0,715.0,741.0,7.0,805,748.0,-17.0,NOT CANCELLED,NOT DIVERTED,175.0,163.0,146.0,1099.0,,,,,,2022
2022-06-23,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,999,PDX,"Portland, OR",LAX,"Los Angeles, CA",2024,2017.0,-7.0,12.0,2029.0,2223.0,23.0,2255,2246.0,-9.0,NOT CANCELLED,NOT DIVERTED,151.0,149.0,114.0,834.0,,,,,,2022
2022-12-02,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,866,DEN,"Denver, CO",CHS,"Charleston, SC",1325,1336.0,11.0,17.0,1353.0,1823.0,4.0,1835,1827.0,-8.0,NOT CANCELLED,NOT DIVERTED,190.0,171.0,150.0,1449.0,,,,,,2022
2022-01-31,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,377,HOU,"Houston, TX",LAS,"Las Vegas, NV",2110,2119.0,9.0,11.0,2130.0,2231.0,4.0,2230,2235.0,5.0,NOT CANCELLED,NOT DIVERTED,200.0,196.0,181.0,1235.0,,,,,,2022
2022-12-13,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,2973,LIT,"Little Rock, AR",DFW,"Dallas/Fort Worth, TX",1827,2107.0,160.0,14.0,2121.0,2217.0,6.0,1955,2223.0,148.0,NOT CANCELLED,NOT DIVERTED,88.0,76.0,56.0,304.0,0.0,0.0,0.0,0.0,148.0,2022
2022-07-01,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,3721,DTW,"Detroit, MI",ROC,"Rochester, NY",1550,1545.0,-5.0,15.0,1600.0,1647.0,6.0,1708,1653.0,-15.0,NOT CANCELLED,NOT DIVERTED,78.0,68.0,47.0,296.0,,,,,,2022
2022-02-04,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,2834,XNA,"Fayetteville, AR",ATL,"Atlanta, GA",1405,1405.0,0.0,28.0,1433.0,1651.0,4.0,1647,1655.0,8.0,NOT CANCELLED,NOT DIVERTED,102.0,110.0,78.0,589.0,,,,,,2022
2022-08-15,Horizon Air,Horizon Air: QX,QX,19687,2262,RDM,"Bend/Redmond, OR",SEA,"Seattle, WA",1811,1806.0,-5.0,17.0,1823.0,1910.0,10.0,1923,1920.0,-3.0,NOT CANCELLED,NOT DIVERTED,72.0,74.0,47.0,228.0,,,,,,2022
2022-11-02,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,1545,DEN,"Denver, CO",LGA,"New York, NY",745,737.0,-8.0,15.0,752.0,1309.0,4.0,1322,1313.0,-9.0,NOT CANCELLED,NOT DIVERTED,217.0,216.0,197.0,1620.0,,,,,,2022
2022-05-25,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,1655,DEN,"Denver, CO",LGA,"New York, NY",937,932.0,-5.0,11.0,943.0,1455.0,5.0,1534,1500.0,-34.0,NOT CANCELLED,NOT DIVERTED,237.0,208.0,192.0,1620.0,,,,,,2022
2022-04-08,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,19,DAL,"Dallas, TX",HOU,"Houston, TX",1130,1130.0,0.0,10.0,1140.0,1221.0,3.0,1245,1224.0,-21.0,NOT CANCELLED,NOT DIVERTED,75.0,54.0,41.0,239.0,,,,,,2022
2022-04-08,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,5616,ORD,"Chicago, IL",PNS,"Pensacola, FL",908,944.0,36.0,33.0,1017.0,1206.0,3.0,1125,1209.0,44.0,NOT CANCELLED,NOT DIVERTED,137.0,145.0,109.0,794.0,0.0,0.0,0.0,0.0,44.0,2022
2022-10-03,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,477,DCA,"Washington, DC",MCO,"Orlando, FL",605,605.0,0.0,22.0,627.0,821.0,5.0,825,826.0,1.0,NOT CANCELLED,NOT DIVERTED,140.0,141.0,114.0,759.0,,,,,,2022
2022-05-11,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,5411,LGB,"Long Beach, CA",OGG,"Kahului, HI",930,929.0,-1.0,13.0,942.0,1145.0,3.0,1220,1148.0,-32.0,NOT CANCELLED,NOT DIVERTED,350.0,319.0,303.0,2498.0,,,,,,2022
2022-11-18,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,674,ATL,"Atlanta, GA",CHO,"Charlottesville, VA",2133,2130.0,-3.0,15.0,2145.0,2241.0,4.0,2256,2245.0,-11.0,NOT CANCELLED,NOT DIVERTED,83.0,75.0,56.0,457.0,,,,,,2022
2022-06-06,Alaska Airlines Inc.,Alaska Airlines Inc.: AS,AS,19930,433,GEG,"Spokane, WA",LAX,"Los Angeles, CA",740,735.0,-5.0,11.0,746.0,1002.0,11.0,1025,1013.0,-12.0,NOT CANCELLED,NOT DIVERTED,165.0,158.0,136.0,945.0,,,,,,2022
2022-03-04,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,1285,DEN,"Denver, CO",MSY,"New Orleans, LA",1930,2056.0,86.0,20.0,2116.0,26.0,3.0,2305,29.0,84.0,NOT CANCELLED,NOT DIVERTED,155.0,153.0,130.0,1062.0,23.0,0.0,0.0,0.0,61.0,2022
2022-11-04,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,4461,MKE,"Milwaukee, WI",DTW,"Detroit, MI",1836,1834.0,-2.0,15.0,1849.0,2031.0,6.0,2044,2037.0,-7.0,NOT CANCELLED,NOT DIVERTED,68.0,63.0,42.0,237.0,,,,,,2022
2022-05-19,Allegiant Air,Allegiant Air: G4,G4,20368,2275,PBG,"Plattsburgh, NY",SFB,"Sanford, FL",935,1004.0,29.0,8.0,1012.0,1254.0,4.0,1237,1258.0,21.0,NOT CANCELLED,NOT DIVERTED,182.0,174.0,162.0,1175.0,21.0,0.0,0.0,0.0,0.0,2022
2022-08-08,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,2264,MCO,"Orlando, FL",IAD,"Washington, DC",1411,1632.0,141.0,37.0,1709.0,1851.0,5.0,1625,1856.0,151.0,NOT CANCELLED,NOT DIVERTED,134.0,144.0,102.0,758.0,0.0,87.0,10.0,0.0,54.0,2022
2022-11-29,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,1606,MCO,"Orlando, FL",IAD,"Washington, DC",915,905.0,-10.0,17.0,922.0,1100.0,5.0,1122,1105.0,-17.0,NOT CANCELLED,NOT DIVERTED,127.0,120.0,98.0,758.0,,,,,,2022
2022-10-02,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,3653,SLC,"Salt Lake City, UT",RNO,"Reno, NV",1625,1634.0,9.0,10.0,1644.0,1649.0,5.0,1656,1654.0,-2.0,NOT CANCELLED,NOT DIVERTED,91.0,80.0,65.0,422.0,,,,,,2022
2022-07-13,Republic Airline,Republic Airline: YX,YX,20452,3477,EWR,"Newark, NJ",SAV,"Savannah, GA",1117,1115.0,-2.0,31.0,1146.0,1330.0,6.0,1335,1336.0,1.0,NOT CANCELLED,NOT DIVERTED,138.0,141.0,104.0,708.0,,,,,,2022
2022-04-21,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,2280,MIA,"Miami, FL",SFO,"San Francisco, CA",2029,2148.0,79.0,28.0,2216.0,50.0,7.0,2359,57.0,58.0,NOT CANCELLED,NOT DIVERTED,390.0,369.0,334.0,2585.0,37.0,0.0,0.0,0.0,21.0,2022
2022-10-10,Envoy Air,Envoy Air: MQ,MQ,20398,3966,MIA,"Miami, FL",TLH,"Tallahassee, FL",1824,1820.0,-4.0,15.0,1835.0,1938.0,4.0,1948,1942.0,-6.0,NOT CANCELLED,NOT DIVERTED,84.0,82.0,63.0,402.0,,,,,,2022
2022-06-03,Republic Airline,Republic Airline: YX,YX,20452,3493,EWR,"Newark, NJ",ATL,"Atlanta, GA",825,912.0,47.0,33.0,945.0,1136.0,6.0,1053,1142.0,49.0,NOT CANCELLED,NOT DIVERTED,148.0,150.0,111.0,746.0,47.0,0.0,2.0,0.0,0.0,2022
2022-10-27,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,2177,LGA,"New York, NY",ATL,"Atlanta, GA",1100,1056.0,-4.0,22.0,1118.0,1310.0,13.0,1341,1323.0,-18.0,NOT CANCELLED,NOT DIVERTED,161.0,147.0,112.0,762.0,,,,,,2022
2022-10-25,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,625,SAN,"San Diego, CA",PHX,"Phoenix, AZ",630,629.0,-1.0,24.0,653.0,742.0,6.0,753,748.0,-5.0,NOT CANCELLED,NOT DIVERTED,83.0,79.0,49.0,304.0,,,,,,2022
2022-01-13,Envoy Air,Envoy Air: MQ,MQ,20398,3803,MIA,"Miami, FL",OMA,"Omaha, NE",1959,1959.0,0.0,24.0,2023.0,2309.0,3.0,2253,2312.0,19.0,NOT CANCELLED,NOT DIVERTED,234.0,253.0,226.0,1393.0,0.0,0.0,19.0,0.0,0.0,2022
2022-01-31,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,2424,DEN,"Denver, CO",AUS,"Austin, TX",1530,1532.0,2.0,12.0,1544.0,1826.0,5.0,1835,1831.0,-4.0,NOT CANCELLED,NOT DIVERTED,125.0,119.0,102.0,775.0,,,,,,2022
2022-04-16,Alaska Airlines Inc.,Alaska Airlines Inc.: AS,AS,19930,809,PDX,"Portland, OR",OGG,"Kahului, HI",730,725.0,-5.0,12.0,737.0,1017.0,5.0,1040,1022.0,-18.0,NOT CANCELLED,NOT DIVERTED,370.0,357.0,340.0,2562.0,,,,,,2022
2022-12-30,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,2374,DFW,"Dallas/Fort Worth, TX",DTW,"Detroit, MI",905,919.0,14.0,15.0,934.0,1230.0,14.0,1242,1244.0,2.0,NOT CANCELLED,NOT DIVERTED,157.0,145.0,116.0,986.0,,,,,,2022
2022-03-20,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,1080,DAL,"Dallas, TX",MDW,"Chicago, IL",1330,1345.0,15.0,14.0,1359.0,1545.0,5.0,1540,1550.0,10.0,NOT CANCELLED,NOT DIVERTED,130.0,125.0,106.0,793.0,,,,,,2022
2022-10-20,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,5385,DEN,"Denver, CO",SJC,"San Jose, CA",1548,1548.0,0.0,19.0,1607.0,1711.0,4.0,1731,1715.0,-16.0,NOT CANCELLED,NOT DIVERTED,163.0,147.0,124.0,948.0,,,,,,2022
2022-05-31,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,6032,STL,"St. Louis, MO",OMA,"Omaha, NE",1055,1053.0,-2.0,6.0,1059.0,1158.0,2.0,1215,1200.0,-15.0,NOT CANCELLED,NOT DIVERTED,80.0,67.0,59.0,342.0,,,,,,2022
2022-01-18,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,187,RNO,"Reno, NV",DEN,"Denver, CO",1445,1439.0,-6.0,7.0,1446.0,1735.0,7.0,1755,1742.0,-13.0,NOT CANCELLED,NOT DIVERTED,130.0,123.0,109.0,804.0,,,,,,2022
2022-07-10,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,770,SEA,"Seattle, WA",DEN,"Denver, CO",1419,1447.0,28.0,14.0,1501.0,1856.0,10.0,1804,1906.0,62.0,NOT CANCELLED,NOT DIVERTED,165.0,199.0,175.0,1024.0,0.0,0.0,34.0,0.0,28.0,2022
2022-05-19,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,2374,DFW,"Dallas/Fort Worth, TX",DTW,"Detroit, MI",915,911.0,-4.0,17.0,928.0,1240.0,16.0,1251,1256.0,5.0,NOT CANCELLED,NOT DIVERTED,156.0,165.0,132.0,986.0,,,,,,2022
2022-05-29,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,1406,DFW,"Dallas/Fort Worth, TX",SAT,"San Antonio, TX",2107,2102.0,-5.0,13.0,2115.0,2158.0,4.0,2214,2202.0,-12.0,NOT CANCELLED,NOT DIVERTED,67.0,60.0,43.0,247.0,,,,,,2022
2022-08-09,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,3106,DAL,"Dallas, TX",AUS,"Austin, TX",705,702.0,-3.0,10.0,712.0,746.0,10.0,800,756.0,-4.0,NOT CANCELLED,NOT DIVERTED,55.0,54.0,34.0,189.0,,,,,,2022
2022-09-20,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,407,DFW,"Dallas/Fort Worth, TX",PHX,"Phoenix, AZ",1220,1223.0,3.0,16.0,1239.0,1233.0,6.0,1250,1239.0,-11.0,NOT CANCELLED,NOT DIVERTED,150.0,136.0,114.0,868.0,,,,,,2022
2022-04-11,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,2457,MIA,"Miami, FL",ORD,"Chicago, IL",1846,1921.0,35.0,14.0,1935.0,2118.0,9.0,2112,2127.0,15.0,NOT CANCELLED,NOT DIVERTED,206.0,186.0,163.0,1197.0,9.0,0.0,0.0,0.0,6.0,2022
2022-09-24,Republic Airline,Republic Airline: YX,YX,20452,3612,CMH,"Columbus, OH",EWR,"Newark, NJ",1239,1234.0,-5.0,13.0,1247.0,1402.0,18.0,1434,1420.0,-14.0,NOT CANCELLED,NOT DIVERTED,115.0,106.0,75.0,463.0,,,,,,2022
2022-12-05,Endeavor Air Inc.,Endeavor Air Inc.: 9E,9E,20363,4848,JFK,"New York, NY",CLE,"Cleveland, OH",915,910.0,-5.0,17.0,927.0,1040.0,33.0,1117,1113.0,-4.0,NOT CANCELLED,NOT DIVERTED,122.0,123.0,73.0,425.0,,,,,,2022
2022-10-20,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,2589,ATL,"Atlanta, GA",RIC,"Richmond, VA",1423,1422.0,-1.0,12.0,1434.0,1540.0,8.0,1550,1548.0,-2.0,NOT CANCELLED,NOT DIVERTED,87.0,86.0,66.0,481.0,,,,,,2022
2022-07-06,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,1398,DEN,"Denver, CO",LGB,"Long Beach, CA",900,857.0,-3.0,11.0,908.0,1003.0,8.0,1020,1011.0,-9.0,NOT CANCELLED,NOT DIVERTED,140.0,134.0,115.0,854.0,,,,,,2022
2022-10-09,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,561,SFO,"San Francisco, CA",JFK,"New York, NY",600,609.0,9.0,15.0,624.0,1431.0,7.0,1436,1438.0,2.0,NOT CANCELLED,NOT DIVERTED,336.0,329.0,307.0,2586.0,,,,,,2022
2022-01-25,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,997,DTW,"Detroit, MI",BOS,"Boston, MA",1820,1820.0,0.0,11.0,1831.0,1947.0,4.0,2011,1951.0,-20.0,NOT CANCELLED,NOT DIVERTED,111.0,91.0,76.0,632.0,,,,,,2022
2022-08-13,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,4075,ATL,"Atlanta, GA",ABE,"Allentown/Bethlehem/Easton, PA",2020,2019.0,-1.0,15.0,2034.0,2209.0,4.0,2230,2213.0,-17.0,NOT CANCELLED,NOT DIVERTED,130.0,114.0,95.0,692.0,,,,,,2022
2022-10-28,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,2497,MCO,"Orlando, FL",DCA,"Washington, DC",2013,2011.0,-2.0,14.0,2025.0,2205.0,10.0,2222,2215.0,-7.0,NOT CANCELLED,NOT DIVERTED,129.0,124.0,100.0,759.0,,,,,,2022
2022-09-24,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,1207,CLT,"Charlotte, NC",MSP,"Minneapolis, MN",639,635.0,-4.0,12.0,647.0,815.0,7.0,820,822.0,2.0,NOT CANCELLED,NOT DIVERTED,161.0,167.0,148.0,930.0,,,,,,2022
2022-02-25,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,586,SEA,"Seattle, WA",CLT,"Charlotte, NC",720,714.0,-6.0,22.0,736.0,1454.0,7.0,1518,1501.0,-17.0,NOT CANCELLED,NOT DIVERTED,298.0,287.0,258.0,2279.0,,,,,,2022
2022-04-10,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,1585,FLL,"Fort Lauderdale, FL",TPA,"Tampa, FL",1920,1919.0,-1.0,12.0,1931.0,2013.0,5.0,2025,2018.0,-7.0,NOT CANCELLED,NOT DIVERTED,65.0,59.0,42.0,197.0,,,,,,2022
2022-02-08,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,1442,MCI,"Kansas City, MO",DCA,"Washington, DC",740,735.0,-5.0,21.0,756.0,1058.0,3.0,1100,1101.0,1.0,NOT CANCELLED,NOT DIVERTED,140.0,146.0,122.0,949.0,,,,,,2022
2022-11-10,Envoy Air,Envoy Air: MQ,MQ,20398,3838,AUS,"Austin, TX",RDU,"Raleigh/Durham, NC",1027,1017.0,-10.0,13.0,1030.0,1401.0,7.0,1414,1408.0,-6.0,NOT CANCELLED,NOT DIVERTED,167.0,171.0,151.0,1162.0,,,,,,2022
2022-07-16,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,2455,ATL,"Atlanta, GA",CHS,"Charleston, SC",1733,1732.0,-1.0,15.0,1747.0,1830.0,6.0,1846,1836.0,-10.0,NOT CANCELLED,NOT DIVERTED,73.0,64.0,43.0,259.0,,,,,,2022
2022-08-29,Frontier Airlines Inc.,Frontier Airlines Inc.: F9,F9,20436,1658,RDU,"Raleigh/Durham, NC",PWM,"Portland, ME",1024,1019.0,-5.0,9.0,1028.0,1201.0,10.0,1225,1211.0,-14.0,NOT CANCELLED,NOT DIVERTED,121.0,112.0,93.0,700.0,,,,,,2022
2022-09-27,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,491,LAS,"Las Vegas, NV",BUR,"Burbank, CA",1110,1114.0,4.0,13.0,1127.0,1209.0,2.0,1220,1211.0,-9.0,NOT CANCELLED,NOT DIVERTED,70.0,57.0,42.0,223.0,,,,,,2022
2022-11-27,Hawaiian Airlines Inc.,Hawaiian Airlines Inc.: HA,HA,19690,575,OGG,"Kahului, HI",HNL,"Honolulu, HI",2145,2136.0,-9.0,6.0,2142.0,2206.0,11.0,2223,2217.0,-6.0,NOT CANCELLED,NOT DIVERTED,38.0,41.0,24.0,100.0,,,,,,2022
2022-01-28,JetBlue Airways,JetBlue Airways: B6,B6,20409,917,BOS,"Boston, MA",JFK,"New York, NY",517,513.0,-4.0,12.0,525.0,609.0,27.0,635,636.0,1.0,NOT CANCELLED,NOT DIVERTED,78.0,83.0,44.0,187.0,,,,,,2022
2022-08-30,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,2309,ATL,"Atlanta, GA",OKC,"Oklahoma City, OK",1328,1325.0,-3.0,12.0,1337.0,1420.0,4.0,1433,1424.0,-9.0,NOT CANCELLED,NOT DIVERTED,125.0,119.0,103.0,761.0,,,,,,2022
2022-08-07,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,1207,DFW,"Dallas/Fort Worth, TX",TUS,"Tucson, AZ",1910,1927.0,17.0,17.0,1944.0,1929.0,4.0,1923,1933.0,10.0,NOT CANCELLED,NOT DIVERTED,133.0,126.0,105.0,813.0,,,,,,2022
2022-01-04,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,2879,DTW,"Detroit, MI",ORD,"Chicago, IL",1240,1236.0,-4.0,17.0,1253.0,1239.0,10.0,1307,1249.0,-18.0,NOT CANCELLED,NOT DIVERTED,87.0,73.0,46.0,235.0,,,,,,2022
2022-09-26,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,3831,SEA,"Seattle, WA",BOI,"Boise, ID",1539,1544.0,5.0,33.0,1617.0,1817.0,4.0,1812,1821.0,9.0,NOT CANCELLED,NOT DIVERTED,93.0,97.0,60.0,399.0,,,,,,2022
2022-11-22,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,5249,ICT,"Wichita, KS",ORD,"Chicago, IL",1430,1422.0,-8.0,20.0,1442.0,1608.0,13.0,1631,1621.0,-10.0,NOT CANCELLED,NOT DIVERTED,121.0,119.0,86.0,588.0,,,,,,2022
2022-12-29,Republic Airline,Republic Airline: YX,YX,20452,4444,DCA,"Washington, DC",SDF,"Louisville, KY",1358,1424.0,26.0,14.0,1438.0,1554.0,7.0,1602,1601.0,-1.0,NOT CANCELLED,NOT DIVERTED,124.0,97.0,76.0,474.0,,,,,,2022
2022-08-26,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,5344,FSD,"Sioux Falls, SD",DEN,"Denver, CO",851,846.0,-5.0,31.0,917.0,931.0,12.0,938,943.0,5.0,NOT CANCELLED,NOT DIVERTED,107.0,117.0,74.0,483.0,,,,,,2022
