FL_DATE,AIRLINE,AIRLINE_DOT,AIRLINE_CODE,DOT_CODE,FL_NUMBER,ORIGIN,ORIGIN_CITY,DEST,DEST_CITY,CRS_DEP_TIME,DEP_TIME,DEP_DELAY,TAXI_OUT,WHEELS_OFF,WHEELS_ON,TAXI_IN,CRS_ARR_TIME,ARR_TIME,ARR_DELAY,CANCELLED,DIVERTED,CRS_ELAPSED_TIME,ELAPSED_TIME,AIR_TIME,DISTANCE,DELAY_DUE_CARRIER,DELAY_DUE_WEATHER,DELAY_DUE_NAS,DELAY_DUE_SECURITY,DELAY_DUE_LATE_AIRCRAFT,Year
2022-07-21,Envoy Air,Envoy Air: MQ,MQ,20398,3959,MIA,"Miami, FL",TPA,"Tampa, FL",1000,957.0,-3.0,10.0,1007.0,1047.0,7.0,1107,1054.0,-13.0,NOT CANCELLED,NOT DIVERTED,67.0,57.0,40.0,204.0,,,,,,2022
2022-06-03,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,2820,BNA,"Nashville, TN",DAL,"Dallas, TX",1330,1354.0,24.0,14.0,1408.0,1542.0,4.0,1530,1546.0,16.0,NOT CANCELLED,NOT DIVERTED,120.0,112.0,94.0,623.0,0.0,0.0,15.0,0.0,1.0,2022
2022-09-01,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,2944,MCO,"Orlando, FL",BWI,"Baltimore, MD",615,612.0,-3.0,7.0,619.0,801.0,5.0,825,806.0,-19.0,NOT CANCELLED,NOT DIVERTED,130.0,114.0,102.0,787.0,,,,,,2022
2022-09-06,Envoy Air,Envoy Air: MQ,MQ,20398,3992,DFW,"Dallas/Fort Worth, TX",XNA,"Fayetteville, AR",829,834.0,5.0,24.0,858.0,949.0,6.0,944,955.0,11.0,NOT CANCELLED,NOT DIVERTED,75.0,81.0,51.0,280.0,,,,,,2022
2022-06-21,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,1636,CLT,"Charlotte, NC",DEN,"Denver, CO",1730,1726.0,-4.0,12.0,1738.0,1831.0,8.0,1853,1839.0,-14.0,NOT CANCELLED,NOT DIVERTED,203.0,193.0,173.0,1337.0,,,,,,2022
2022-09-05,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,3451,SEA,"Seattle, WA",SBP,"San Luis Obispo, CA",1443,1439.0,-4.0,14.0,1453.0,1654.0,4.0,1710,1658.0,-12.0,NOT CANCELLED,NOT DIVERTED,147.0,139.0,121.0,847.0,,,,,,2022
2022-02-26,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,1664,LGA,"New York, NY",MIA,"Miami, FL",1759,1828.0,29.0,16.0,1844.0,2120.0,20.0,2134,2140.0,6.0,NOT CANCELLED,NOT DIVERTED,215.0,192.0,156.0,1096.0,,,,,,2022
2022-06-14,Endeavor Air Inc.,Endeavor Air Inc.: 9E,9E,20363,4649,MSP,"Minneapolis, MN",JFK,"New York, NY",1443,1433.0,-10.0,18.0,1451.0,1805.0,24.0,1839,1829.0,-10.0,NOT CANCELLED,NOT DIVERTED,176.0,176.0,134.0,1029.0,,,,,,2022
2022-06-16,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,5476,TUL,"Tulsa, OK",IAH,"Houston, TX",1527,1530.0,3.0,12.0,1542.0,1653.0,7.0,1713,1700.0,-13.0,NOT CANCELLED,NOT DIVERTED,106.0,90.0,71.0,429.0,,,,,,2022
2022-12-16,Spirit Air Lines,Spirit Air Lines: NK,NK,20416,803,IAH,"Houston, TX",MCO,"Orlando, FL",1733,1738.0,5.0,16.0,1754.0,2042.0,10.0,2100,2052.0,-8.0,NOT CANCELLED,NOT DIVERTED,147.0,134.0,108.0,854.0,,,,,,2022
2022-09-16,Republic Airline,Republic Airline: YX,YX,20452,4815,STL,"St. Louis, MO",LGA,"New York, NY",1836,1831.0,-5.0,11.0,1842.0,2137.0,6.0,2200,2143.0,-17.0,NOT CANCELLED,NOT DIVERTED,144.0,132.0,115.0,888.0,,,,,,2022
2022-10-11,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,2752,SNA,"Santa Ana, CA",SEA,"Seattle, WA",1725,1723.0,-2.0,20.0,1743.0,2005.0,8.0,2019,2013.0,-6.0,NOT CANCELLED,NOT DIVERTED,174.0,170.0,142.0,978.0,,,,,,2022
2022-08-06,Frontier Airlines Inc.,Frontier Airlines Inc.: F9,F9,20436,2073,SAT,"San Antonio, TX",LAS,"Las Vegas, NV",2309,2244.0,-25.0,12.0,2256.0,2306.0,45.0,3,2351.0,-12.0,NOT CANCELLED,NOT DIVERTED,174.0,187.0,130.0,1069.0,,,,,,2022
2022-04-29,JetBlue Airways,JetBlue Airways: B6,B6,20409,1601,JFK,"New York, NY",FLL,"Fort Lauderdale, FL",1200,1157.0,-3.0,17.0,1214.0,1447.0,6.0,1511,1453.0,-18.0,NOT CANCELLED,NOT DIVERTED,191.0,176.0,153.0,1069.0,,,,,,2022
2022-05-30,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,446,ATL,"Atlanta, GA",MSP,"Minneapolis, MN",835,834.0,-1.0,17.0,851.0,948.0,5.0,1011,953.0,-18.0,NOT CANCELLED,NOT DIVERTED,156.0,139.0,117.0,907.0,,,,,,2022
2022-09-17,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,5052,ORD,"Chicago, IL",PAH,"Paducah, KY",818,812.0,-6.0,16.0,828.0,922.0,3.0,947,925.0,-22.0,NOT CANCELLED,NOT DIVERTED,89.0,73.0,54.0,342.0,,,,,,2022
2022-04-06,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,2623,DCA,"Washington, DC",DTW,"Detroit, MI",1252,1251.0,-1.0,21.0,1312.0,1417.0,7.0,1429,1424.0,-5.0,NOT CANCELLED,NOT DIVERTED,97.0,93.0,65.0,405.0,,,,,,2022
2022-09-27,Hawaiian Airlines Inc.,Hawaiian Airlines Inc.: HA,HA,19690,303,HNL,"Honolulu, HI",LIH,"Lihue, HI",1300,1303.0,3.0,16.0,1319.0,1339.0,8.0,1344,1347.0,3.0,NOT CANCELLED,NOT DIVERTED,44.0,44.0,20.0,102.0,,,,,,2022
2022-02-08,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,3542,PDX,"Portland, OR",LAX,"Los Angeles, CA",1006,958.0,-8.0,10.0,1008.0,1204.0,20.0,1225,1224.0,-1.0,NOT CANCELLED,NOT DIVERTED,139.0,146.0,116.0,834.0,,,,,,2022
2022-08-12,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,3283,PHX,"Phoenix, AZ",SBP,"San Luis Obispo, CA",1427,1420.0,-7.0,26.0,1446.0,1558.0,3.0,1604,1601.0,-3.0,NOT CANCELLED,NOT DIVERTED,97.0,101.0,72.0,509.0,,,,,,2022
2022-12-17,Alaska Airlines Inc.,Alaska Airlines Inc.: AS,AS,19930,161,FAI,"Fairbanks, AK",ANC,"Anchorage, AK",1400,1459.0,59.0,11.0,1510.0,1556.0,4.0,1505,1600.0,55.0,NOT CANCELLED,NOT DIVERTED,65.0,61.0,46.0,261.0,0.0,0.0,0.0,0.0,55.0,2022
2022-09-19,JetBlue Airways,JetBlue Airways: B6,B6,20409,2028,MCO,"Orlando, FL",EWR,"Newark, NJ",700,654.0,-6.0,13.0,707.0,919.0,12.0,938,931.0,-7.0,NOT CANCELLED,NOT DIVERTED,158.0,157.0,132.0,937.0,,,,,,2022
2022-02-09,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,2086,ATL,"Atlanta, GA",TPA,"Tampa, FL",1558,1556.0,-2.0,9.0,1605.0,1709.0,3.0,1721,1712.0,-9.0,NOT CANCELLED,NOT DIVERTED,83.0,76.0,64.0,406.0,,,,,,2022
2022-12-20,Republic Airline,Republic Airline: YX,YX,20452,3655,IAD,"Washington, DC",PIT,"Pittsburgh, PA",846,843.0,-3.0,19.0,902.0,936.0,7.0,952,943.0,-9.0,NOT CANCELLED,NOT DIVERTED,66.0,60.0,34.0,182.0,,,,,,2022
2022-07-20,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,2225,DEN,"Denver, CO",STL,"St. Louis, MO",1035,1034.0,-1.0,15.0,1049.0,1323.0,3.0,1335,1326.0,-9.0,NOT CANCELLED,NOT DIVERTED,120.0,112.0,94.0,770.0,,,,,,2022
2022-01-07,Mesa Airlines Inc.,Mesa Airlines Inc.: YV,YV,20378,5857,PHX,"Phoenix, AZ",ELP,"El Paso, TX",1940,1934.0,-6.0,19.0,1953.0,2044.0,3.0,2054,2047.0,-7.0,NOT CANCELLED,NOT DIVERTED,74.0,73.0,51.0,347.0,,,,,,2022
2022-03-08,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,2484,MTJ,"Montrose/Delta, CO",DFW,"Dallas/Fort Worth, TX",1039,1031.0,-8.0,15.0,1046.0,1323.0,9.0,1346,1332.0,-14.0,NOT CANCELLED,NOT DIVERTED,127.0,121.0,97.0,722.0,,,,,,2022
2022-03-26,Allegiant Air,Allegiant Air: G4,G4,20368,1228,AZA,"Phoenix, AZ",TVC,"Traverse City, MI",700,657.0,-3.0,10.0,707.0,1324.0,7.0,1328,1331.0,3.0,NOT CANCELLED,NOT DIVERTED,208.0,214.0,197.0,1599.0,,,,,,2022
2022-02-19,Spirit Air Lines,Spirit Air Lines: NK,NK,20416,3134,MIA,"Miami, FL",BDL,"Hartford, CT",1212,1205.0,-7.0,21.0,1226.0,1457.0,4.0,1515,1501.0,-14.0,NOT CANCELLED,NOT DIVERTED,183.0,176.0,151.0,1194.0,,,,,,2022
2022-06-11,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,5875,SBP,"San Luis Obispo, CA",DEN,"Denver, CO",1245,1332.0,47.0,13.0,1345.0,1701.0,7.0,1633,1708.0,35.0,NOT CANCELLED,NOT DIVERTED,168.0,156.0,136.0,931.0,35.0,0.0,0.0,0.0,0.0,2022
2022-02-17,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,2060,IAH,"Houston, TX",PIT,"Pittsburgh, PA",1205,1246.0,41.0,29.0,1315.0,1621.0,5.0,1547,1626.0,39.0,NOT CANCELLED,NOT DIVERTED,162.0,160.0,126.0,1117.0,39.0,0.0,0.0,0.0,0.0,2022
2022-03-12,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,2792,SNA,"Santa Ana, CA",OAK,"Oakland, CA",1645,1652.0,7.0,9.0,1701.0,1802.0,22.0,1805,1824.0,19.0,NOT CANCELLED,NOT DIVERTED,80.0,92.0,61.0,371.0,7.0,0.0,12.0,0.0,0.0,2022
2022-02-16,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,3669,CMH,"Columbus, OH",DTW,"Detroit, MI",621,612.0,-9.0,16.0,628.0,705.0,9.0,731,714.0,-17.0,NOT CANCELLED,NOT DIVERTED,70.0,62.0,37.0,155.0,,,,,,2022
2022-02-09,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,5329,ACV,"Arcata/Eureka, CA",LAX,"Los Angeles, CA",700,659.0,-1.0,10.0,709.0,837.0,14.0,854,851.0,-3.0,NOT CANCELLED,NOT DIVERTED,114.0,112.0,88.0,577.0,,,,,,2022
2022-03-21,Frontier Airlines Inc.,Frontier Airlines Inc.: F9,F9,20436,931,MKE,"Milwaukee, WI",RSW,"Fort Myers, FL",1013,1009.0,-4.0,15.0,1024.0,1351.0,7.0,1418,1358.0,-20.0,NOT CANCELLED,NOT DIVERTED,185.0,169.0,147.0,1183.0,,,,,,2022
2022-07-05,Envoy Air,Envoy Air: MQ,MQ,20398,3652,DFW,"Dallas/Fort Worth, TX",HSV,"Huntsville, AL",1015,1012.0,-3.0,16.0,1028.0,1151.0,4.0,1207,1155.0,-12.0,NOT CANCELLED,NOT DIVERTED,112.0,103.0,83.0,603.0,,,,,,2022
2022-12-05,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,5230,SFO,"San Francisco, CA",PSC,"Pasco/Kennewick/Richland, WA",1035,1033.0,-2.0,18.0,1051.0,1228.0,7.0,1235,1235.0,0.0,NOT CANCELLED,NOT DIVERTED,120.0,122.0,97.0,620.0,,,,,,2022
2022-03-21,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,2766,PHX,"Phoenix, AZ",DFW,"Dallas/Fort Worth, TX",620,615.0,-5.0,17.0,632.0,1028.0,21.0,1043,1049.0,6.0,NOT CANCELLED,NOT DIVERTED,143.0,154.0,116.0,868.0,,,,,,2022
2022-07-24,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,194,DEN,"Denver, CO",SAN,"San Diego, CA",2140,2252.0,72.0,20.0,2312.0,2.0,2.0,2300,4.0,64.0,NOT CANCELLED,NOT DIVERTED,140.0,132.0,110.0,853.0,15.0,0.0,0.0,0.0,49.0,2022
2022-10-25,Endeavor Air Inc.,Endeavor Air Inc.: 9E,9E,20363,5250,MLU,"Monroe, LA",ATL,"Atlanta, GA",1220,1215.0,-5.0,13.0,1228.0,1431.0,12.0,1459,1443.0,-16.0,NOT CANCELLED,NOT DIVERTED,99.0,88.0,63.0,448.0,,,,,,2022
2022-06-22,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,1002,ORD,"Chicago, IL",DCA,"Washington, DC",850,858.0,8.0,14.0,912.0,1139.0,4.0,1139,1143.0,4.0,NOT CANCELLED,NOT DIVERTED,109.0,105.0,87.0,612.0,,,,,,2022
2022-09-04,Alaska Airlines Inc.,Alaska Airlines Inc.: AS,AS,19930,777,SEA,"Seattle, WA",OAK,"Oakland, CA",1825,1827.0,2.0,16.0,1843.0,2022.0,13.0,2030,2035.0,5.0,NOT CANCELLED,NOT DIVERTED,125.0,128.0,99.0,672.0,,,,,,2022
2022-11-27,Hawaiian Airlines Inc.,Hawaiian Airlines Inc.: HA,HA,19690,257,KOA,"Kona, HI",HNL,"Honolulu, HI",1240,1235.0,-5.0,8.0,1243.0,1312.0,9.0,1325,1321.0,-4.0,NOT CANCELLED,NOT DIVERTED,45.0,46.0,29.0,163.0,,,,,,2022
2022-06-22,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,2922,DFW,"Dallas/Fort Worth, TX",MSP,"Minneapolis, MN",1120,1226.0,66.0,18.0,1244.0,1435.0,5.0,1342,1440.0,58.0,NOT CANCELLED,NOT DIVERTED,142.0,134.0,111.0,852.0,18.0,0.0,0.0,0.0,40.0,2022
2022-04-25,Republic Airline,Republic Airline: YX,YX,20452,5851,CMH,"Columbus, OH",BOS,"Boston, MA",1239,1232.0,-7.0,9.0,1241.0,1416.0,13.0,1440,1429.0,-11.0,NOT CANCELLED,NOT DIVERTED,121.0,117.0,95.0,640.0,,,,,,2022
2022-04-22,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,1652,ATL,"Atlanta, GA",MSY,"New Orleans, LA",1715,1715.0,0.0,28.0,1743.0,1745.0,7.0,1746,1752.0,6.0,NOT CANCELLED,NOT DIVERTED,91.0,97.0,62.0,425.0,,,,,,2022
2022-11-13,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,461,CVG,"Cincinnati, OH",BWI,"Baltimore, MD",1140,1145.0,5.0,13.0,1158.0,1300.0,3.0,1310,1303.0,-7.0,NOT CANCELLED,NOT DIVERTED,90.0,78.0,62.0,430.0,,,,,,2022
2022-12-23,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,1310,ATL,"Atlanta, GA",STL,"St. Louis, MO",825,823.0,-2.0,16.0,839.0,914.0,6.0,907,920.0,13.0,NOT CANCELLED,NOT DIVERTED,102.0,117.0,95.0,484.0,,,,,,2022
2022-08-16,Frontier Airlines Inc.,Frontier Airlines Inc.: F9,F9,20436,2124,SNA,"Santa Ana, CA",LAS,"Las Vegas, NV",908,854.0,-14.0,17.0,911.0,950.0,13.0,1021,1003.0,-18.0,NOT CANCELLED,NOT DIVERTED,73.0,69.0,39.0,226.0,,,,,,2022
2022-11-17,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,1301,DTW,"Detroit, MI",PHL,"Philadelphia, PA",2142,2152.0,10.0,31.0,2223.0,2331.0,3.0,2317,2334.0,17.0,NOT CANCELLED,NOT DIVERTED,95.0,102.0,68.0,453.0,0.0,0.0,7.0,0.0,10.0,2022
2022-05-11,Horizon Air,Horizon Air: QX,QX,19687,2065,PDX,"Portland, OR",SEA,"Seattle, WA",1410,1405.0,-5.0,14.0,1419.0,1451.0,5.0,1502,1456.0,-6.0,NOT CANCELLED,NOT DIVERTED,52.0,51.0,32.0,129.0,,,,,,2022
2022-08-23,JetBlue Airways,JetBlue Airways: B6,B6,20409,15,JFK,"New York, NY",SFO,"San Francisco, CA",730,732.0,2.0,23.0,755.0,1014.0,5.0,1041,1019.0,-22.0,NOT CANCELLED,NOT DIVERTED,371.0,347.0,319.0,2586.0,,,,,,2022
2022-10-26,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,2790,IAD,"Washington, DC",MDW,"Chicago, IL",1920,1930.0,10.0,8.0,1938.0,2003.0,7.0,2010,2010.0,0.0,NOT CANCELLED,NOT DIVERTED,110.0,100.0,85.0,577.0,,,,,,2022
2022-10-04,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,2472,MCI,"Kansas City, MO",DTW,"Detroit, MI",1419,1410.0,-9.0,14.0,1424.0,1649.0,9.0,1710,1658.0,-12.0,NOT CANCELLED,NOT DIVERTED,111.0,108.0,85.0,629.0,,,,,,2022
2022-12-30,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,1712,MCO,"Orlando, FL",MIA,"Miami, FL",940,941.0,1.0,16.0,957.0,1037.0,9.0,1051,1046.0,-5.0,NOT CANCELLED,NOT DIVERTED,71.0,65.0,40.0,192.0,,,,,,2022
2022-02-14,Alaska Airlines Inc.,Alaska Airlines Inc.: AS,AS,19930,1002,DCA,"Washington, DC",SFO,"San Francisco, CA",1710,1704.0,-6.0,31.0,1735.0,2031.0,5.0,2024,2036.0,12.0,NOT CANCELLED,NOT DIVERTED,374.0,392.0,356.0,2442.0,,,,,,2022
2022-02-21,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,2313,MSP,"Minneapolis, MN",CLT,"Charlotte, NC",2005,2003.0,-2.0,49.0,2052.0,2341.0,4.0,2345,2345.0,0.0,NOT CANCELLED,NOT DIVERTED,160.0,162.0,109.0,930.0,,,,,,2022
2022-02-18,Frontier Airlines Inc.,Frontier Airlines Inc.: F9,F9,20436,1046,MCO,"Orlando, FL",CLE,"Cleveland, OH",950,943.0,-7.0,21.0,1004.0,1205.0,53.0,1221,1258.0,37.0,NOT CANCELLED,NOT DIVERTED,151.0,195.0,121.0,895.0,0.0,0.0,37.0,0.0,0.0,2022
2022-01-25,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,1108,FAT,"Fresno, CA",LAS,"Las Vegas, NV",635,632.0,-3.0,9.0,641.0,728.0,6.0,740,734.0,-6.0,NOT CANCELLED,NOT DIVERTED,65.0,62.0,47.0,259.0,,,,,,2022
2022-04-05,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,3567,STL,"St. Louis, MO",MSP,"Minneapolis, MN",1853,1925.0,32.0,12.0,1937.0,2052.0,7.0,2035,2059.0,24.0,NOT CANCELLED,NOT DIVERTED,102.0,94.0,75.0,448.0,24.0,0.0,0.0,0.0,0.0,2022
2022-09-19,PSA Airlines Inc.,PSA Airlines Inc.: OH,OH,20397,5487,ROC,"Rochester, NY",DCA,"Washington, DC",1830,1952.0,82.0,16.0,2008.0,2058.0,8.0,1946,2106.0,80.0,NOT CANCELLED,NOT DIVERTED,76.0,74.0,50.0,296.0,0.0,0.0,0.0,0.0,80.0,2022
2022-05-06,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,890,PHX,"Phoenix, AZ",STL,"St. Louis, MO",1530,1528.0,-2.0,19.0,1547.0,2024.0,6.0,2029,2030.0,1.0,NOT CANCELLED,NOT DIVERTED,179.0,182.0,157.0,1262.0,,,,,,2022
2022-08-07,PSA Airlines Inc.,PSA Airlines Inc.: OH,OH,20397,5567,CLT,"Charlotte, NC",AGS,"Augusta, GA",925,921.0,-4.0,20.0,941.0,1015.0,4.0,1040,1019.0,-21.0,NOT CANCELLED,NOT DIVERTED,75.0,58.0,34.0,140.0,,,,,,2022
2022-01-03,Horizon Air,Horizon Air: QX,QX,19687,2591,SFO,"San Francisco, CA",LAX,"Los Angeles, CA",730,744.0,14.0,23.0,807.0,859.0,20.0,859,919.0,20.0,NOT CANCELLED,NOT DIVERTED,89.0,95.0,52.0,337.0,14.0,0.0,6.0,0.0,0.0,2022
2022-06-07,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,393,BWI,"Baltimore, MD",DEN,"Denver, CO",1614,1606.0,-8.0,11.0,1617.0,1756.0,13.0,1804,1809.0,5.0,NOT CANCELLED,NOT DIVERTED,230.0,243.0,219.0,1491.0,,,,,,2022
2022-03-28,Hawaiian Airlines Inc.,Hawaiian Airlines Inc.: HA,HA,19690,340,LIH,"Lihue, HI",OGG,"Kahului, HI",1158,1152.0,-6.0,8.0,1200.0,1235.0,26.0,1247,1301.0,14.0,NOT CANCELLED,NOT DIVERTED,49.0,69.0,35.0,201.0,,,,,,2022
2022-10-29,Spirit Air Lines,Spirit Air Lines: NK,NK,20416,361,LAS,"Las Vegas, NV",DFW,"Dallas/Fort Worth, TX",950,947.0,-3.0,19.0,1006.0,1416.0,14.0,1430,1430.0,0.0,NOT CANCELLED,NOT DIVERTED,160.0,163.0,130.0,1055.0,,,,,,2022
2022-10-26,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,1433,TUL,"Tulsa, OK",CLT,"Charlotte, NC",830,829.0,-1.0,10.0,839.0,1129.0,8.0,1153,1137.0,-16.0,NOT CANCELLED,NOT DIVERTED,143.0,128.0,110.0,842.0,,,,,,2022
2022-07-20,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,1673,IAH,"Houston, TX",DEN,"Denver, CO",2002,2042.0,40.0,20.0,2102.0,2221.0,7.0,2140,2228.0,48.0,NOT CANCELLED,NOT DIVERTED,158.0,166.0,139.0,862.0,16.0,0.0,8.0,0.0,24.0,2022
2022-08-23,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,1322,BWI,"Baltimore, MD",RSW,"Fort Myers, FL",2150,2145.0,-5.0,13.0,2158.0,5.0,4.0,20,9.0,-11.0,NOT CANCELLED,NOT DIVERTED,150.0,144.0,127.0,919.0,,,,,,2022
2022-06-01,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,2722,DFW,"Dallas/Fort Worth, TX",RNO,"Reno, NV",905,904.0,-1.0,24.0,928.0,1027.0,5.0,1034,1032.0,-2.0,NOT CANCELLED,NOT DIVERTED,209.0,208.0,179.0,1345.0,,,,,,2022
2022-04-22,Frontier Airlines Inc.,Frontier Airlines Inc.: F9,F9,20436,774,LAS,"Las Vegas, NV",DEN,"Denver, CO",2051,2130.0,39.0,20.0,2150.0,8.0,12.0,2346,20.0,34.0,NOT CANCELLED,NOT DIVERTED,115.0,110.0,78.0,628.0,34.0,0.0,0.0,0.0,0.0,2022
2022-08-16,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,1739,DEN,"Denver, CO",SAN,"San Diego, CA",2238,2231.0,-7.0,15.0,2246.0,2334.0,3.0,2359,2337.0,-22.0,NOT CANCELLED,NOT DIVERTED,141.0,126.0,108.0,853.0,,,,,,2022
2022-12-23,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,1759,MCI,"Kansas City, MO",STL,"St. Louis, MO",1825,1911.0,46.0,13.0,1924.0,2004.0,37.0,1925,2041.0,76.0,NOT CANCELLED,NOT DIVERTED,60.0,90.0,40.0,237.0,18.0,0.0,30.0,0.0,28.0,2022
2022-01-12,Envoy Air,Envoy Air: MQ,MQ,20398,3838,ORD,"Chicago, IL",AVP,"Scranton/Wilkes-Barre, PA",1040,1040.0,0.0,8.0,1048.0,1312.0,4.0,1340,1316.0,-24.0,NOT CANCELLED,NOT DIVERTED,120.0,96.0,84.0,632.0,,,,,,2022
2022-06-02,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,2419,FCA,"Kalispell, MT",MSP,"Minneapolis, MN",715,711.0,-4.0,21.0,732.0,1034.0,8.0,1054,1042.0,-12.0,NOT CANCELLED,NOT DIVERTED,159.0,151.0,122.0,1026.0,,,,,,2022
2022-10-31,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,4271,MSP,"Minneapolis, MN",IMT,"Iron Mountain/Kingsfd, MI",1100,1055.0,-5.0,13.0,1108.0,1150.0,4.0,1213,1154.0,-19.0,NOT CANCELLED,NOT DIVERTED,73.0,59.0,42.0,257.0,,,,,,2022
2022-10-27,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,687,CLE,"Cleveland, OH",PHL,"Philadelphia, PA",1821,1817.0,-4.0,12.0,1829.0,1921.0,14.0,1943,1935.0,-8.0,NOT CANCELLED,NOT DIVERTED,82.0,78.0,52.0,363.0,,,,,,2022
2022-07-18,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,1838,MDW,"Chicago, IL",PIT,"Pittsburgh, PA",510,505.0,-5.0,9.0,514.0,715.0,7.0,725,722.0,-3.0,NOT CANCELLED,NOT DIVERTED,75.0,77.0,61.0,402.0,,,,,,2022
2022-08-07,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,461,DEN,"Denver, CO",IAD,"Washington, DC",1355,1350.0,-5.0,16.0,1406.0,1904.0,4.0,1919,1908.0,-11.0,NOT CANCELLED,NOT DIVERTED,204.0,198.0,178.0,1452.0,,,,,,2022
2022-04-13,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,931,MDW,"Chicago, IL",PIT,"Pittsburgh, PA",840,838.0,-2.0,10.0,848.0,1045.0,3.0,1105,1048.0,-17.0,NOT CANCELLED,NOT DIVERTED,85.0,70.0,57.0,402.0,,,,,,2022
2022-09-29,JetBlue Airways,JetBlue Airways: B6,B6,20409,1117,BOS,"Boston, MA",JFK,"New York, NY",2047,2039.0,-8.0,12.0,2051.0,2132.0,16.0,2157,2148.0,-9.0,NOT CANCELLED,NOT DIVERTED,70.0,69.0,41.0,187.0,,,,,,2022
2022-09-30,JetBlue Airways,JetBlue Airways: B6,B6,20409,2579,BOS,"Boston, MA",EWR,"Newark, NJ",1925,1928.0,3.0,24.0,1952.0,2051.0,14.0,2107,2105.0,-2.0,NOT CANCELLED,NOT DIVERTED,102.0,97.0,59.0,200.0,,,,,,2022
2022-12-16,Alaska Airlines Inc.,Alaska Airlines Inc.: AS,AS,19930,91,PDX,"Portland, OR",BUR,"Burbank, CA",615,608.0,-7.0,13.0,621.0,808.0,3.0,825,811.0,-14.0,NOT CANCELLED,NOT DIVERTED,130.0,123.0,107.0,817.0,,,,,,2022
2022-12-12,JetBlue Airways,JetBlue Airways: B6,B6,20409,2901,JFK,"New York, NY",FLL,"Fort Lauderdale, FL",1559,1839.0,160.0,35.0,1914.0,2132.0,6.0,1915,2138.0,143.0,NOT CANCELLED,NOT DIVERTED,196.0,179.0,138.0,1069.0,112.0,0.0,0.0,0.0,31.0,2022
2022-10-12,JetBlue Airways,JetBlue Airways: B6,B6,20409,503,JFK,"New York, NY",SJU,"San Juan, PR",812,807.0,-5.0,37.0,844.0,1150.0,9.0,1205,1159.0,-6.0,NOT CANCELLED,NOT DIVERTED,233.0,232.0,186.0,1598.0,,,,,,2022
