FL_DATE,AIRLINE,AIRLINE_DOT,AIRLINE_CODE,DOT_CODE,FL_NUMBER,ORIGIN,ORIGIN_CITY,DEST,DEST_CITY,CRS_DEP_TIME,DEP_TIME,DEP_DELAY,TAXI_OUT,WHEELS_OFF,WHEELS_ON,TAXI_IN,CRS_ARR_TIME,ARR_TIME,ARR_DELAY,CANCELLED,CANCELLATION_CODE,DIVERTED,CRS_ELAPSED_TIME,ELAPSED_TIME,AIR_TIME,DISTANCE,DELAY_DUE_CARRIER,DELAY_DUE_WEATHER,DELAY_DUE_NAS,DELAY_DUE_SECURITY,DELAY_DUE_LATE_AIRCRAFT,Year
2022-03-27,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,3367,PSP,"Palm Springs, CA",SFO,"San Francisco, CA",1400,,,,,,,1530,,,CANCELLED,D,NOT DIVERTED,90.0,,,421.0,,,,,,2022
2022-02-17,Endeavor Air Inc.,Endeavor Air Inc.: 9E,9E,20363,4896,GSO,"Greensboro/High Point, NC",DTW,"Detroit, MI",1800,,,,,,,1952,,,CANCELLED,B,NOT DIVERTED,112.0,,,460.0,,,,,,2022
2022-05-14,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,707,PHX,"Phoenix, AZ",JFK,"New York, NY",1038,,,,,,,1845,,,CANCELLED,A,NOT DIVERTED,307.0,,,2153.0,,,,,,2022
2022-05-20,JetBlue Airways,JetBlue Airways: B6,B6,20409,711,JFK,"New York, NY",LAS,"Las Vegas, NV",1705,,,,,,,1955,,,CANCELLED,B,NOT DIVERTED,350.0,,,2248.0,,,,,,2022
2022-02-24,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,2584,DFW,"Dallas/Fort Worth, TX",SAN,"San Diego, CA",1430,,,,,,,1535,,,CANCELLED,B,NOT DIVERTED,185.0,,,1171.0,,,,,,2022
2022-12-23,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,2066,PHL,"Philadelphia, PA",MDW,"Chicago, IL",1435,,,,,,,1550,,,CANCELLED,B,NOT DIVERTED,135.0,,,668.0,,,,,,2022
2022-10-05,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,1097,DEN,"Denver, CO",RSW,"Fort Myers, FL",957,,,,,,,1538,,,CANCELLED,C,NOT DIVERTED,221.0,,,1607.0,,,,,,2022
2022-01-18,Mesa Airlines Inc.,Mesa Airlines Inc.: YV,YV,20378,6049,GRR,"Grand Rapids, MI",IAH,"Houston, TX",845,,,,,,,1108,,,CANCELLED,A,NOT DIVERTED,203.0,,,1042.0,,,,,,2022
2022-12-23,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,1397,IAH,"Houston, TX",SEA,"Seattle, WA",1625,,,,,,,1928,,,CANCELLED,B,NOT DIVERTED,303.0,,,1874.0,,,,,,2022
2022-01-28,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,1583,IAH,"Houston, TX",EWR,"Newark, NJ",1700,,,,,,,2129,,,CANCELLED,B,NOT DIVERTED,209.0,,,1400.0,,,,,,2022
2022-01-08,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,3229,ASE,"Aspen, CO",DFW,"Dallas/Fort Worth, TX",1026,,,,,,,1348,,,CANCELLED,B,NOT DIVERTED,142.0,,,701.0,,,,,,2022
2022-02-03,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,2111,CMH,"Columbus, OH",ATL,"Atlanta, GA",1055,,,,,,,1231,,,CANCELLED,B,NOT DIVERTED,96.0,,,447.0,,,,,,2022
2022-07-22,Endeavor Air Inc.,Endeavor Air Inc.: 9E,9E,20363,5361,PWM,"Portland, ME",LGA,"New York, NY",1952,,,,,,,2129,,,CANCELLED,A,NOT DIVERTED,97.0,,,269.0,,,,,,2022
2022-04-03,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,4778,MKE,"Milwaukee, WI",BWI,"Baltimore, MD",520,,,,,,,805,,,CANCELLED,A,NOT DIVERTED,105.0,,,641.0,,,,,,2022
2022-02-21,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,3277,PHX,"Phoenix, AZ",ASE,"Aspen, CO",1310,,,,,,,1450,,,CANCELLED,B,NOT DIVERTED,100.0,,,491.0,,,,,,2022
2022-06-28,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,2297,VPS,"Valparaiso, FL",ATL,"Atlanta, GA",926,,,,,,,1140,,,CANCELLED,A,NOT DIVERTED,74.0,,,250.0,,,,,,2022
2022-12-24,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,824,SFO,"San Francisco, CA",ATL,"Atlanta, GA",1416,,,,,,,2146,,,CANCELLED,A,NOT DIVERTED,270.0,,,2139.0,,,,,,2022
2022-08-09,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,378,LGA,"New York, NY",DFW,"Dallas/Fort Worth, TX",600,,,,,,,836,,,CANCELLED,A,NOT DIVERTED,216.0,,,1389.0,,,,,,2022
2022-12-22,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,3449,SMF,"Sacramento, CA",DEN,"Denver, CO",825,,,,,,,1150,,,CANCELLED,B,NOT DIVERTED,145.0,,,909.0,,,,,,2022
2022-12-27,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,255,PHX,"Phoenix, AZ",SMF,"Sacramento, CA",1725,,,,,,,1820,,,CANCELLED,A,NOT DIVERTED,115.0,,,647.0,,,,,,2022
2022-12-02,Alaska Airlines Inc.,Alaska Airlines Inc.: AS,AS,19930,54,OTZ,"Kotzebue, AK",ANC,"Anchorage, AK",1232,,,,,,,1402,,,CANCELLED,B,NOT DIVERTED,90.0,,,548.0,,,,,,2022
2022-06-07,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,2156,IAH,"Houston, TX",LGA,"New York, NY",648,,,,,,,1120,,,CANCELLED,A,NOT DIVERTED,212.0,,,1416.0,,,,,,2022
2022-10-31,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,2196,MDW,"Chicago, IL",MEM,"Memphis, TN",815,,,,,,,950,,,CANCELLED,A,NOT DIVERTED,95.0,,,480.0,,,,,,2022
2022-04-04,Envoy Air,Envoy Air: MQ,MQ,20398,3633,LCH,"Lake Charles, LA",DFW,"Dallas/Fort Worth, TX",1827,,,,,,,1955,,,CANCELLED,B,NOT DIVERTED,88.0,,,295.0,,,,,,2022
2022-12-27,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,1272,BWI,"Baltimore, MD",SJU,"San Juan, PR",740,,,,,,,1240,,,CANCELLED,A,NOT DIVERTED,240.0,,,1565.0,,,,,,2022
2022-02-01,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,1677,CLT,"Charlotte, NC",MCI,"Kansas City, MO",1616,,,,,,,1747,,,CANCELLED,B,NOT DIVERTED,151.0,,,808.0,,,,,,2022
2022-01-20,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,2346,BNA,"Nashville, TN",ORD,"Chicago, IL",615,,,,,,,755,,,CANCELLED,B,NOT DIVERTED,100.0,,,409.0,,,,,,2022
2022-06-04,Allegiant Air,Allegiant Air: G4,G4,20368,572,BNA,"Nashville, TN",EYW,"Key West, FL",1201,,,,,,,1512,,,CANCELLED,B,NOT DIVERTED,131.0,,,849.0,,,,,,2022
2022-02-25,Frontier Airlines Inc.,Frontier Airlines Inc.: F9,F9,20436,2866,PBI,"West Palm Beach/Palm Beach, FL",ISP,"Islip, NY",1502,,,,,,,1745,,,CANCELLED,A,NOT DIVERTED,163.0,,,1052.0,,,,,,2022
2022-12-24,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,226,ALB,"Albany, NY",TPA,"Tampa, FL",1255,,,,,,,1605,,,CANCELLED,A,NOT DIVERTED,190.0,,,1130.0,,,,,,2022
2022-05-23,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,1556,JFK,"New York, NY",CLT,"Charlotte, NC",1451,,,,,,,1655,,,CANCELLED,B,NOT DIVERTED,124.0,,,541.0,,,,,,2022
2022-03-05,Allegiant Air,Allegiant Air: G4,G4,20368,3722,EYW,"Key West, FL",IND,"Indianapolis, IN",855,,,,,,,1140,,,CANCELLED,A,NOT DIVERTED,165.0,,,1078.0,,,,,,2022
2022-06-17,PSA Airlines Inc.,PSA Airlines Inc.: OH,OH,20397,5038,AGS,"Augusta, GA",CLT,"Charlotte, NC",1805,,,,,,,1906,,,CANCELLED,B,NOT DIVERTED,61.0,,,140.0,,,,,,2022
2022-01-06,PSA Airlines Inc.,PSA Airlines Inc.: OH,OH,20397,5138,BUF,"Buffalo, NY",DCA,"Washington, DC",1754,,,,,,,1916,,,CANCELLED,B,NOT DIVERTED,82.0,,,296.0,,,,,,2022
2022-12-28,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,5149,DEN,"Denver, CO",SGU,"St. George, UT",2037,,,,,,,2230,,,CANCELLED,B,NOT DIVERTED,113.0,,,517.0,,,,,,2022
2022-01-05,PSA Airlines Inc.,PSA Airlines Inc.: OH,OH,20397,5593,DCA,"Washington, DC",MSP,"Minneapolis, MN",849,,,,,,,1104,,,CANCELLED,B,NOT DIVERTED,195.0,,,931.0,,,,,,2022
2022-05-23,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,1316,DEN,"Denver, CO",CLT,"Charlotte, NC",1141,,,,,,,1659,,,CANCELLED,B,NOT DIVERTED,198.0,,,1337.0,,,,,,2022
2022-01-05,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,3708,SFO,"San Francisco, CA",SEA,"Seattle, WA",1043,,,,,,,1259,,,CANCELLED,B,NOT DIVERTED,136.0,,,679.0,,,,,,2022
